x,y
1.0,0.0
0.9997792140755747,0.021012451128475416
0.999116953795147,0.04201562375005714
0.9980135115942135,0.06300024345497893
0.9964693747217872,0.08395704402592023
0.9944852250252415,0.10487677152970695
0.9920619386492266,0.12575018840358776
0.9892005856487877,0.14656807753428186
0.9859024295168594,0.1673212463279966
0.9821689266263425,0.18800053076961826
0.9780017255870115,0.208596799469283
0.9734026665175333,0.22910095769454167
0.9683737802329244,0.24950395138633763
0.9629172873477995,0.2697967711570243
0.9570355972958096,0.28997045626865714
0.9507313072657056,0.3100160985898033
0.9440072010544918,0.3299248465291215
0.9368662478381796,0.349687908943976
0.9293116008606835,0.3692965590223573
0.9213465960414368,0.38874213813639674
0.9129747505023433,0.40801605966577303
0.9041997610147163,0.4271098127893218
0.8950255023668875,0.44601496624317477
0.8854560256532098,0.4647231720437685
0.8754955564852079,0.483226169174079
0.8651484931256682,0.5015157872314542
0.8544194045464885,0.5195839500354335
0.8433130284111489,0.5374226791939625
0.8318342689826937,0.5550240976264252
0.8199881949581461,0.5723804330419423
0.807780037230315,0.5894840213713949
0.795215186577979,0.6063273101516624
0.7822991912854714,0.6229028618605773
0.7690377546927133,0.639203357201126
0.7554367326767794,0.6552215983334436
0.7415021310661073,0.6709505120531779
0.7272401029884933,0.6863831529148176
0.7126569461540443,0.7015127062986043
0.6977591000742853,0.7163324914196784
0.6825531432186541,0.7308359642781241
0.6670457901096327,0.7450167205486169
0.6512438883578044,0.758868498408392
0.635154415638141,0.7723851813022903
0.6187844766088584,0.7855608006436556
0.6021412997741993,0.798389538449896
0.5852322342925295,0.8108657299115397
0.5680647467311557,0.8229838658936565
0.550646417769301,0.834738595368536
0.5329849388506886,0.8461247277785513
0.5150881087872182,0.857137235328163
0.4969638303152295,0.8677712552040519
0.4786201066058765,0.8780220917224003
0.46006503773115215,0.8878852184023751
0.44130681708712516,0.8973562799648924
0.42235372777596647,0.9064310942557876
0.40321413894836483,0.9151056540925362
0.3838965021079447,0.9233761290337132
0.3644093473793213,0.931238867070408
0.34476127974143705,0.9386903962388486
0.32496097522784534,0.9457274261535232
0.30501717709561765,0.9523468494601223
0.2849386919645685,0.9585457432076578
0.2647343859284994,0.9643213701391569
0.24441318064018167,0.9696711799003569
0.22398404937180483,0.9745928101658708
0.20345601305263378,0.979084087682323
0.18283813628561943,0.9831430292279966
0.16213952334472476,0.9867678424885691
0.14136931415473494,0.9899569268485471
0.120536680255323,0.9927088740980539
0.0996508207511566,0.9950224690546544
0.07872095824983137,0.9968966900999463
0.05775633478942844,0.9983307096306772
0.036766207757489684,0.9993238944241918
0.015759845803216432,0.9998758059180446
-0.005253475255305974,0.9999862004036565
-0.026264476527046998,0.999655029133931
-0.047263880145328875,0.9988824383447775
-0.06824241336467089,0.9976687691905392
-0.08919081265537362,0.9960145575933486
-0.11009982779403162,0.9939205340064791
-0.1309602259481722,0.9913876230917973
-0.1517627957532151,0.988416943311459
-0.1724983513799505,0.9850098064340269
-0.19315773659074328,0.9811677169552315
-0.2137318287826696,0.9768923714336273
-0.23421154301580227,0.9721856577414405
-0.25458783602486323,0.9670496542309386
-0.2748517102124757,0.961486628816687
-0.29499421762224953,0.9554990379741034
-0.31500646388994785,0.9490895256547462
-0.3348796121709862,0.9422609221188205
-0.35460488704253573,0.9350162426854148
-0.37417357837850207,0.9273586864010209
-0.3935770451956728,0.9192916346269248
-0.41280671946933123,0.9108186495460932
-0.43185410991665524,0.9019434725902136
-0.4507108057462296,0.8926700227875832
-0.46936848037201356,0.8830023950325767
-0.4878188950901272,0.8729448582774558
-0.5060539027168315,0.8625018536473203
-0.5240654511860948,0.8516779924790324
-0.5418455871051586,0.84047805428498
-0.5593864592665331,0.8289069846425782
-0.5766803221148669,0.8169698930104422
-0.5937195391671686,0.8046720504721939
-0.6104965863848612,0.7920188874089
-0.6270040554961867,0.7790159911011679
-0.6432346572674895,0.7656691032619609
-0.6591812247219379,0.7519841175012183
-0.6748367163042575,0.7379670767234044
-0.6901942189900865,0.7236241704591304
-0.7052469513385697,0.7089617321320335
-0.7199882664868539,0.6939862362621143
-0.7344116550851544,0.6787042956067718
-0.7485107481711012,0.6631226582407951
-0.7622793199820933,0.647248204576604
-0.7757112907044197,0.6310879443260529
-0.7888007291579355,0.6146490134051379
-0.801541855415102,0.597938670782979
