x,y
0.0,0.0
0.02702702702702703,0.0
0.05405405405405406,0.0
0.08108108108108109,0.0
0.10810810810810811,0.0
0.13513513513513514,0.0
0.16216216216216217,0.0
0.1891891891891892,0.0
0.21621621621621623,0.0
0.24324324324324326,0.0
0.2702702702702703,0.0
0.2972972972972973,0.0
0.32432432432432434,0.0
0.35135135135135137,0.0
0.3783783783783784,0.0
0.40540540540540543,0.0
0.43243243243243246,0.0
0.4594594594594595,0.0
0.4864864864864865,0.0
0.5135135135135136,0.0
0.5405405405405406,0.0
0.5675675675675675,0.0
0.5945945945945946,0.0
0.6216216216216217,0.0
0.6486486486486487,0.0
0.6756756756756757,0.0
0.7027027027027027,0.0
0.7297297297297298,0.0
0.7567567567567568,0.0
0.7837837837837838,0.0
0.8108108108108109,0.0
0.8378378378378379,0.0
0.8648648648648649,0.0
0.8918918918918919,0.0
0.918918918918919,0.0
0.945945945945946,0.0
0.972972972972973,0.0
1.0,0.0
1.0270270270270272,0.0
1.0540540540540542,0.0
1.0810810810810811,0.0
1.1081081081081081,0.0
1.135135135135135,0.0
1.1621621621621623,0.0
1.1891891891891893,0.0
1.2162162162162162,0.0
1.2432432432432434,0.0
1.2702702702702704,0.0
1.2972972972972974,0.0
1.3243243243243243,0.0
1.3513513513513513,0.0
1.3783783783783785,0.0
1.4054054054054055,0.0
1.4324324324324325,0.0
1.4594594594594597,0.0
1.4864864864864866,0.0
1.5135135135135136,0.0
1.5405405405405406,0.0
1.5675675675675675,0.0
1.5945945945945947,0.0
1.6216216216216217,0.0
1.6486486486486487,0.0
1.6756756756756759,0.0
1.7027027027027029,0.0
1.7297297297297298,0.0
1.7567567567567568,0.0
1.7837837837837838,0.0
1.810810810810811,0.0
1.837837837837838,0.0
1.864864864864865,0.0
1.891891891891892,0.0
1.918918918918919,0.0
1.945945945945946,0.0
1.972972972972973,0.0
2.0,0.0
2.0,0.02702702702702703
2.0,0.05405405405405406
2.0,0.08108108108108109
2.0,0.10810810810810811
2.0,0.13513513513513514
2.0,0.16216216216216217
2.0,0.1891891891891892
2.0,0.21621621621621623
2.0,0.24324324324324326
2.0,0.2702702702702703
2.0,0.2972972972972973
2.0,0.32432432432432434
2.0,0.35135135135135137
2.0,0.3783783783783784
2.0,0.40540540540540543
2.0,0.43243243243243246
2.0,0.4594594594594595
2.0,0.4864864864864865
2.0,0.5135135135135136
2.0,0.5405405405405406
2.0,0.5675675675675675
2.0,0.5945945945945946
2.0,0.6216216216216217
2.0,0.6486486486486487
2.0,0.6756756756756757
2.0,0.7027027027027027
2.0,0.7297297297297298
2.0,0.7567567567567568
2.0,0.7837837837837838
2.0,0.8108108108108109
2.0,0.8378378378378379
2.0,0.8648648648648649
2.0,0.8918918918918919
2.0,0.918918918918919
2.0,0.945945945945946
2.0,0.972972972972973
2.0,1.0
2.0,1.0270270270270272
2.0,1.0540540540540542
2.0,1.0810810810810811
2.0,1.1081081081081081
2.0,1.135135135135135
2.0,1.1621621621621623
2.0,1.1891891891891893
2.0,1.2162162162162162
2.0,1.2432432432432434
2.0,1.2702702702702704
2.0,1.2972972972972974
2.0,1.3243243243243243
2.0,1.3513513513513513
2.0,1.3783783783783785
