x,y
1.4142135623730951,0.0
1.4132773293333554,0.029696420813599383
1.4104748174316364,0.059261979238138175
1.4058244830307762,0.0885672846859088
1.3993567390907942,0.11748585535181397
1.391113445157272,0.14589548695966276
1.3811472156652251,0.1736795225829927
1.3695205675441058,0.2007279967285982
1.3563049323075773,0.2269386316745129
1.341579560839513,0.2522176695074998
1.3254303508616894,0.27648052910919724
1.3079486275839582,0.2996522831947463
1.289229907362507,0.3216679561323875
1.2693726724564558,0.3424726484237148
1.2484771823549927,0.36202149820848467
1.2266443438542123,0.38027949383893206
1.2039746583155775,0.3972211543697184
1.1805672605543491,0.41283009671096843
1.1565190597880186,0.42709850922348724
1.1319239891968977,0.44002655176828165
1.1068723670536864,0.45162170175817234
1.0814503691720592,0.4618980647180211
1.0557396096757925,0.4708756663711311
1.0298168248357709,0.47857974146172133
1.0037536529687408,0.4850400325185725
0.9776165021211445,0.49029010967174635
0.9514664964373906,0.4943667205453141
0.9253594916853808,0.49730917723912055
0.8993461503261783,0.4991587855385865
0.8734720667094823,0.4999583197932138
0.8477779333927031,0.4997515454062612
0.822299740162808,0.49858278959132635
0.7970689980358798,0.49649655997689235
0.7721129812750113,0.4935372097695573
0.7474549812652145,0.48974864750688796
0.7231145668838589,0.48517408892383707
0.6991078467828583,0.47985584810230747
0.675447729736555,0.47383516485073895
0.6521441798945035,0.4671520651486725
0.6292044644032367,0.4598452514702402
0.6066333914214108,0.45195201985206496
0.584433537047381,0.4435082006786513
0.5626054601083691,0.43454812030746115
0.5411479041288606,0.4251045808341039
0.5200579861067275,0.4152088554949326
0.4993313719836416,0.40489069741124606
0.47896243890677387,0.39417835958935105
0.4589444245469342,0.3830986242985289
0.4392695638693943,0.3716768401503942
0.4199292138527082,0.35993696539523923
0.4009139667225716,0.34790161613168147
0.38221375231646465,0.3355921182939697
0.36381793022439973,0.3230285624359912
0.34571537236500743,0.31022986047214063
0.32789453665748436,0.29721380366293804
0.31034353244126844,0.28399712124805515
0.2930501782789473,0.27059553923185387
0.2760020527558113,0.2570238389174287
0.25918653886323645,0.2432959148653072
0.24259086252411322,0.22942483202329278
0.22620212578791107,0.2154228818352994
0.21000733519162904,0.20130163719031977
0.19399342575152861,0.18707200611870287
0.1781472810197965,0.17274428418250654
0.16245574961055925,0.15832820554055801
0.1469056585713476,0.14383299269769872
0.1314838239494188,0.1292674049721122
0.11617705887751306,0.11463978573523102
0.10097217948075078,0.09995810849596397
0.08585600888557039,0.08523002191534709
0.07081537959293055,0.07046289384960033
0.05583713446145925,0.05566385452929438
0.040908126531864236,0.04083983899021756
0.026015217911698432,0.025997628877812467
0.011145277929515956,0.011143893751955361
-0.0037148192404748872,-0.003714767977468879
-0.018578197287950023,-0.018571788351141597
-0.03345798061857781,-0.03342058926237731
-0.04836729715864739,-0.0482545418253408
-0.06331928092164602,-0.0630669255743022
-0.07832707414357995,-0.07785088735995206
-0.09340382878909789,-0.09259939981089696
-0.10856270722361153,-0.10730521923157896
-0.12381688183761494,-0.12196084281213387
-0.13917953339827108,-0.13655846503127603
-0.15466384789003484,-0.15108993314034597
-0.1702830115906313,-0.16554670162543123
-0.18605020411109216,-0.17991978555522722
