current_x,current_y,v_lineal,w_lineal
0.33387320762902123,0.32898749159738344,0.15,[0.00552345]
0.3373671833707041,0.33249220765336174,0.15,[0.00424614]
0.340861418058784,0.335998114960338,0.15,[0.00301257]
0.34446193801071,0.3396115318306967,0.15,[0.0021342]
0.34795661743255757,0.34311930177421057,0.15,[0.00159367]
0.35145103900390834,0.34662718626163147,0.15,[0.00122326]
0.35505070549954054,0.35024101935744606,0.15,[0.00087166]
0.3585422112794322,0.35374730606134747,0.15,[0.00033707]
0.3620147183053495,0.35723561455291164,0.15,[-0.00269777]
0.365582043094918,0.3608222721964071,0.15,[-0.0069056]
0.3690709524503439,0.3643313082100795,0.15,[-0.00653064]
0.3725613136772466,0.3678409671339804,0.15,[-0.00499837]
0.3761581238941084,0.3714563905586368,0.15,[-0.00356751]
0.3796497406883151,0.37496508463884937,0.15,[-0.00256262]
0.3831416390849218,0.37847338265679076,0.15,[-0.00187991]
0.38673939607444113,0.3820875157496867,0.15,[-0.0013486]
0.3902300302272695,0.3855942420988093,0.15,[-0.00073809]
0.39370463095269004,0.38908356793316173,0.15,[0.00263452]
0.39726988498212723,0.39265932639058054,0.15,[0.00881333]
0.4007583661334205,0.3961545121280669,0.15,[0.00945775]
0.40425231772337306,0.39965597629361094,0.15,[0.00732334]
0.4078515605302197,0.4032649269632235,0.15,[0.00496462]
0.41134512244488,0.40676960560915576,0.15,[0.00328204]
0.41483933617637136,0.4102760587786047,0.15,[0.0022791]
0.41843991263365743,0.41388994921931016,0.15,[0.00171667]
0.42193457349645286,0.417397916016078,0.15,[0.00138731]
0.42542891824665396,0.4209058157291579,0.15,[0.00112596]
0.42902830398619374,0.4245195257223335,0.15,[0.00081055]
0.43251781162975866,0.4280239668179466,0.15,[7.46032512e-05]
0.43598256696932586,0.43150503431288256,0.15,[-0.0037217]
0.4395579690744903,0.435100546005923,0.15,[-0.00650841]
0.443048474288729,0.4386109634309698,0.15,[-0.00574044]
0.44653879422295356,0.4421203420626052,0.15,[-0.00443695]
0.450135629496053,0.4457356975490427,0.15,[-0.00330347]
0.45362717040383926,0.44924437878312773,0.15,[-0.00249301]
0.4571189652692548,0.4527527119928375,0.15,[-0.00190036]
0.4607164682672601,0.45636687383029156,0.15,[-0.00138305]
0.464205500323217,0.45987217519900725,0.15,[-0.0005414]
0.4676723483060017,0.4633529410734663,0.15,[0.00391149]
0.47124351492777783,0.4669334510249447,0.15,[0.00880544]
0.47473702075353547,0.4704338319213532,0.15,[0.00827254]
0.478230953760901,0.4739358273778602,0.15,[0.00626897]
0.4818303856865852,0.4775453848894877,0.15,[0.00438414]
0.48532433236183026,0.4810505667911878,0.15,[0.00309619]
0.48881885549446946,0.48455726241323904,0.15,[0.00231179]
0.4924195976924379,0.4881711552317855,0.15,[0.00182712]
0.4959142941311649,0.4916789880596895,0.15,[0.00149502]
0.49940856993702243,0.49518668084849166,0.15,[0.00119933]
0.5030075822716865,0.49880013679215957,0.15,[0.0008314]
0.5064932857373766,0.502300834134432,0.15,[-0.00033441]
0.5099524690291479,0.5057770833584169,0.15,[-0.00449915]
0.5135364125110975,0.5093815899409275,0.15,[-0.00596313]
0.5170259916504462,0.5128910576218059,0.15,[-0.00519968]
0.5205162865234206,0.5164003663432404,0.15,[-0.00412431]
0.5241130787136784,0.5200157713525202,0.15,[-0.00319589]
0.5276045240473166,0.523524535067356,0.15,[-0.00250073]
0.5310961970283276,0.5270329474298701,0.15,[-0.00195172]
0.5346933374831325,0.5306471156453918,0.15,[-0.00141973]
0.5381788872719513,0.5341489399608326,0.15,[-8.67499556e-05]
0.5416396098643139,0.5376225313431262,0.15,[0.00504057]
0.5452193868084182,0.5412106211790776,0.15,[0.00830432]
0.5487145087471293,0.5447128687337793,0.15,[0.00728492]
0.5522083996555954,0.5482151756855337,0.15,[0.00556352]
0.5558081136754748,0.5518251831757076,0.15,[0.00405991]
0.5593024276981939,0.5553306860090114,0.15,[0.00304002]
0.5627972368374924,0.5588375033049441,0.15,[0.00239002]
0.5663981162476871,0.5624513128414182,0.15,[0.00194332]
0.5698928400780798,0.565958974094573,0.15,[0.00160031]
0.57338702471329,0.5694664141913219,0.15,[0.00127311]
0.5769854515508294,0.5730794065852598,0.15,[0.00084069]
0.5804648042617774,0.5765739045683407,0.15,[-0.00096388]
0.5839231725006454,0.5800501433269534,0.15,[-0.00486599]
0.5875142197581782,0.5836618714652679,0.15,[-0.00531234]
0.5910037896674417,0.5871711467847472,0.15,[-0.0045505]
0.5944941495398638,0.5906803599719894,0.15,[-0.00370203]
0.5980909133428015,0.5942957323406093,0.15,[-0.00298179]
0.6015822722997576,0.5978045146245354,0.15,[-0.00241622]
0.6050738103269278,0.6013129298440836,0.15,[-0.00193116]
0.6086703657779274,0.6049268787057831,0.15,[-0.00138481]
0.612149622911304,0.608422122739521,0.15,[0.00073572]
0.6156080980212899,0.6118922576728715,0.15,[0.00585348]
0.6191971283748808,0.6154889211790481,0.15,[0.00748796]
0.6226917357022312,0.6189909317111347,0.15,[0.00641642]
0.6261857899738319,0.6224936789051,0.15,[0.00501152]
0.6297858348147192,0.6261040742619484,0.15,[0.00382598]
0.6332804967357261,0.629609814687994,0.15,[0.00301109]
0.636775574712376,0.633116698368133,0.15,[0.0024621]
0.6403765653696353,0.6367303774084297,0.15,[0.00204429]
0.6438713080935534,0.6402378432851324,0.15,[0.00169583]
0.6473653603985023,0.6437449881367062,0.15,[0.00134441]
0.6509626875347799,0.6473570009912102,0.15,[0.00081137]
0.6544339654631208,0.6508437241726346,0.15,[-0.00168285]
0.657897038810062,0.654325366001297,0.15,[-0.00475031]
0.6614917781723194,0.6579406686600073,0.15,[-0.00466218]
0.6649817201066613,0.6614500970518982,0.15,[-0.00396972]
0.6684721166035331,0.6649592303784935,0.15,[-0.00332318]
